,Unnamed: 0,RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,seen_ep1,seen_ep2,seen_ep3,seen_ep4,seen_ep5,seen_ep6,Please rank the Star Wars films in order of preference with 1 being your favorite film in the franchise and 6 being your least favorite film.,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,"Please state whether you view the following characters favorably, unfavorably, or are unfamiliar with him/her.",Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Which character shot first?,Are you familiar with the Expanded Universe?,Do you consider yourself to be a fan of the Expanded Universe?,Do you consider yourself to be a fan of the Star Trek franchise?,Gender,Age,Household Income,Education,Location (Census Region)
182,182,3291033668,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,18-29,"$0 - $24,999",Some college or Associate degree,East North Central
183,183,3291032418,True,False,False,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Han,No,,No,Female,45-60,"$50,000 - $99,999",High school degree,East North Central
184,184,3291029281,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,18-29,,Graduate degree,Middle Atlantic
185,185,3291028446,True,True,True,True,True,True,True,True,6.0,5.0,4.0,2.0,1.0,3.0,Very favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Very unfavorably,Very favorably,Han,Yes,Yes,No,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
186,186,3291024297,True,True,True,True,True,True,True,True,6.0,5.0,4.0,2.0,1.0,3.0,Very favorably,Very favorably,Very favorably,,,Very unfavorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,No,,Yes,Male,> 60,"$0 - $24,999",Graduate degree,Middle Atlantic
187,187,3291023456,True,True,True,True,True,True,True,True,6.0,2.0,1.0,4.0,5.0,3.0,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Very favorably,Very favorably,Han,Yes,Yes,Yes,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,West South Central
188,188,3291022655,True,True,True,True,False,False,True,True,4.0,3.0,6.0,5.0,1.0,2.0,Unfamiliar (N/A),Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,,Yes,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
189,189,3291022275,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,45-60,"$0 - $24,999",Less than high school degree,East North Central
190,190,3291022013,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,191,3291019033,True,True,True,True,True,True,True,True,1.0,5.0,2.0,3.0,4.0,6.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Greedo,No,,Yes,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,West South Central
192,192,3291018581,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,45-60,,Bachelor degree,East North Central
193,193,3291015347,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,> 60,"$0 - $24,999",Bachelor degree,West North Central
194,194,3291014757,True,True,True,True,True,True,True,True,6.0,3.0,4.0,5.0,2.0,1.0,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,,No,Female,> 60,"$100,000 - $149,999",Graduate degree,Mountain
195,195,3291009055,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,East North Central
196,196,3291007877,True,True,True,True,True,True,True,True,5.0,6.0,4.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Han,Yes,Yes,Yes,Male,45-60,"$100,000 - $149,999",Bachelor degree,Middle Atlantic
197,197,3291006540,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,198,3291002672,True,False,False,False,False,False,True,True,3.0,4.0,5.0,2.0,6.0,1.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,,Very favorably,I don't understand this question,No,,No,Male,45-60,"$150,000+",Some college or Associate degree,East North Central
199,199,3291001879,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,18-29,"$50,000 - $99,999",Bachelor degree,West South Central
200,200,3290999912,True,False,True,False,False,False,True,False,2.0,3.0,4.0,5.0,1.0,6.0,Somewhat favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Somewhat favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,,Yes,Female,45-60,"$0 - $24,999",Bachelor degree,West South Central
201,201,3290998457,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,30-44,"$100,000 - $149,999",Bachelor degree,East North Central
202,202,3290996933,True,True,True,True,True,True,True,True,4.0,5.0,6.0,2.0,1.0,3.0,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,Very favorably,Very favorably,Han,Yes,Yes,No,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,Pacific
203,203,3290994001,True,False,True,True,True,True,False,True,5.0,3.0,6.0,1.0,2.0,4.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Somewhat favorably,Greedo,Yes,No,No,Male,18-29,"$0 - $24,999",High school degree,Middle Atlantic
204,204,3290992477,True,True,True,True,False,True,True,True,4.0,5.0,6.0,2.0,1.0,3.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,Han,No,,Yes,Female,18-29,"$25,000 - $49,999",Bachelor degree,East North Central
205,205,3290992371,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,30-44,"$25,000 - $49,999",Bachelor degree,West South Central
206,206,3290987996,True,True,True,True,True,True,True,True,6.0,2.0,4.0,3.0,1.0,5.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Greedo,Yes,No,Yes,Male,30-44,"$0 - $24,999",Graduate degree,Mountain
207,207,3290984063,True,False,False,False,False,False,True,True,2.0,3.0,4.0,5.0,6.0,1.0,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,Very favorably,Unfamiliar (N/A),Somewhat favorably,,I don't understand this question,No,,No,Male,45-60,,Some college or Associate degree,South Atlantic
208,208,3290980789,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,209,3290977827,True,False,True,True,True,True,True,True,3.0,4.0,5.0,6.0,1.0,2.0,Very favorably,,,,,,,,,Very favorably,Very favorably,Very favorably,,Very favorably,Greedo,No,,No,Male,18-29,,Some college or Associate degree,Pacific
210,210,3290976539,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,211,3290975724,True,True,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Han,No,,Yes,Male,> 60,"$50,000 - $99,999",High school degree,Mountain
212,212,3290973695,True,True,True,True,True,True,True,True,5.0,4.0,6.0,2.0,3.0,1.0,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Very favorably,Han,Yes,No,Yes,Female,18-29,,Some college or Associate degree,Middle Atlantic
213,213,3290973177,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,30-44,"$25,000 - $49,999",Bachelor degree,South Atlantic
214,214,3290973120,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,30-44,,Some college or Associate degree,East North Central
215,215,3290972257,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Unfamiliar (N/A),Very favorably,Han,No,,Yes,Male,30-44,"$100,000 - $149,999",Graduate degree,Pacific
216,216,3290971794,True,True,True,True,True,True,True,True,5.0,6.0,4.0,3.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Somewhat unfavorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Greedo,No,,Yes,Female,45-60,,Graduate degree,East South Central
217,217,3290971358,True,True,True,True,False,False,False,False,2.0,1.0,3.0,4.0,5.0,6.0,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,No,,No,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific
218,218,3290965482,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,18-29,,Graduate degree,Middle Atlantic
219,219,3290961855,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,East North Central
220,220,3290961497,True,True,True,True,True,True,True,True,5.0,1.0,6.0,2.0,3.0,4.0,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Greedo,No,,No,Male,18-29,"$50,000 - $99,999",Bachelor degree,East North Central
221,221,3290953060,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,> 60,"$50,000 - $99,999",Graduate degree,West North Central
222,222,3290949606,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,223,3290948002,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,Yes,No,No,Female,> 60,"$0 - $24,999",Graduate degree,South Atlantic
224,224,3290947136,True,False,True,True,True,True,True,True,1.0,2.0,3.0,5.0,6.0,4.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Greedo,No,,Yes,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,West North Central
225,225,3290947011,True,False,True,True,True,True,True,True,5.0,2.0,1.0,4.0,3.0,6.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Han,No,,Yes,Male,18-29,"$100,000 - $149,999",High school degree,Middle Atlantic
226,226,3290946211,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,30-44,,Graduate degree,East North Central
227,227,3290944858,True,True,True,True,True,True,True,True,3.0,1.0,2.0,4.0,5.0,6.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Greedo,No,,Yes,Male,30-44,"$100,000 - $149,999",Some college or Associate degree,Pacific
228,228,3290944288,True,True,True,True,True,False,True,True,4.0,5.0,6.0,3.0,2.0,1.0,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Very unfavorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Greedo,Yes,No,No,Male,45-60,,Bachelor degree,West North Central
229,229,3290941824,True,True,True,True,True,False,True,True,4.0,5.0,6.0,3.0,2.0,1.0,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Greedo,No,,No,,,,,
230,230,3290939696,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,231,3290934328,True,False,False,False,False,True,True,False,1.0,6.0,5.0,3.0,2.0,4.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Somewhat favorably,Han,No,,No,Male,45-60,"$50,000 - $99,999",Bachelor degree,East North Central
232,232,3290929229,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Greedo,No,,Yes,Male,30-44,"$50,000 - $99,999",Graduate degree,Pacific
233,233,3290927126,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,45-60,,Some college or Associate degree,West South Central
234,234,3290926407,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,> 60,"$50,000 - $99,999",Bachelor degree,West South Central
235,235,3290922858,True,False,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,I don't understand this question,Yes,No,No,Male,> 60,"$50,000 - $99,999",High school degree,Middle Atlantic
236,236,3290920752,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),I don't understand this question,No,,No,Female,> 60,"$0 - $24,999",Some college or Associate degree,Pacific
237,237,3290919823,True,True,True,True,True,True,True,True,4.0,5.0,6.0,3.0,2.0,1.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Han,No,,Yes,Female,30-44,,Graduate degree,West South Central
238,238,3290919419,True,True,True,True,True,True,True,True,5.0,6.0,4.0,2.0,3.0,1.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,I don't understand this question,No,,Yes,Male,45-60,,Bachelor degree,West South Central
239,239,3290917153,True,True,True,True,True,True,True,True,5.0,6.0,4.0,2.0,1.0,3.0,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Greedo,No,,No,Male,30-44,"$150,000+",Graduate degree,East North Central
240,240,3290917131,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,,,,,,,,,
241,241,3290916554,True,True,True,True,True,True,True,True,4.0,3.0,5.0,2.0,6.0,1.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Han,Yes,Yes,Yes,Female,18-29,,Some college or Associate degree,Mountain
242,242,3290915885,True,True,True,True,True,True,True,True,3.0,6.0,5.0,1.0,4.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Han,Yes,Yes,Yes,Male,45-60,,Some college or Associate degree,Pacific
243,243,3290912485,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,244,3290912014,True,False,False,False,False,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Somewhat favorably,Han,No,,No,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,East North Central
245,245,3290910069,True,True,True,True,True,True,True,True,3.0,4.0,5.0,6.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,No,,Yes,Male,45-60,,Some college or Associate degree,New England
246,246,3290906086,True,True,True,True,False,True,True,True,1.0,3.0,6.0,2.0,4.0,5.0,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Very unfavorably,Very unfavorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,I don't understand this question,No,,No,Female,45-60,,Graduate degree,East North Central
247,247,3290906022,True,False,False,False,False,True,True,True,4.0,5.0,6.0,2.0,3.0,1.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,No,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,Mountain
248,248,3290903423,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Unfamiliar (N/A),Somewhat unfavorably,Unfamiliar (N/A),Somewhat unfavorably,Very favorably,Very favorably,Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,No,Female,45-60,"$50,000 - $99,999",Graduate degree,Mountain
249,249,3290902880,True,True,True,True,True,True,True,True,4.0,6.0,5.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Han,No,,No,Female,45-60,"$150,000+",Graduate degree,South Atlantic
250,250,3290901027,True,True,True,True,True,True,True,True,4.0,5.0,6.0,2.0,1.0,3.0,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,I don't understand this question,No,,Yes,Male,45-60,"$0 - $24,999",Graduate degree,East North Central
251,251,3290896982,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,252,3290893301,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,> 60,"$150,000+",Bachelor degree,East North Central
253,253,3290889443,True,False,False,True,True,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very unfavorably,Very unfavorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Han,No,,No,Female,18-29,"$50,000 - $99,999",Bachelor degree,East North Central
254,254,3290888715,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,255,3290888303,True,True,True,False,True,True,True,True,4.0,6.0,5.0,2.0,3.0,1.0,Somewhat favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Han,No,,Yes,Male,18-29,,High school degree,East North Central
256,256,3290888102,True,False,False,True,True,False,False,False,6.0,5.0,3.0,1.0,4.0,2.0,Very favorably,Very favorably,Somewhat favorably,Very unfavorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),,,Very favorably,Very favorably,,,Very favorably,I don't understand this question,No,,No,Female,45-60,"$25,000 - $49,999",Graduate degree,Mountain
257,257,3290888079,True,True,True,True,True,True,True,True,2.0,3.0,4.0,5.0,6.0,1.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Very unfavorably,Very favorably,I don't understand this question,No,,Yes,Female,> 60,,Some college or Associate degree,Middle Atlantic
258,258,3290884427,True,True,True,True,True,True,False,True,3.0,4.0,5.0,6.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Greedo,Yes,No,Yes,Male,45-60,,Bachelor degree,Pacific
259,259,3290881566,True,True,True,True,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Unfamiliar (N/A),Very favorably,Han,No,,No,Female,> 60,"$100,000 - $149,999",Graduate degree,Pacific
260,260,3290879019,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Han,No,,Yes,Female,45-60,"$25,000 - $49,999",Graduate degree,East South Central
261,261,3290878766,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,Yes,Yes,Yes,Male,45-60,"$150,000+",Bachelor degree,South Atlantic
262,262,3290874545,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,45-60,,,
